1539314770413,37.79,-2.60,-2.62
1539314884082,35.07,36.61,-1.54,-1.59
1539314884292,35.15,36.65,-1.50,-1.59
1539314884479,35.19,36.57,-1.38,-1.58
1539314884689,35.19,36.57,-1.38,-1.58
1539314884878,35.13,36.61,-1.48,-1.58
1539314885083,35.07,36.53,-1.46,-1.57
1539314885286,34.99,36.53,-1.54,-1.57
1539314885474,35.05,36.55,-1.50,-1.56
1539314885688,34.99,36.61,-1.62,-1.56
1539314885879,35.05,36.55,-1.50,-1.56
1539314886082,35.07,36.55,-1.48,-1.55
1539314886285,35.07,36.57,-1.50,-1.55
1539314886473,34.99,36.61,-1.62,-1.55
1539314886692,34.97,36.63,-1.66,-1.55
1539314886878,35.07,36.65,-1.58,-1.55
1539314887082,35.07,36.57,-1.50,-1.55
1539314887276,34.99,36.65,-1.66,-1.55
1539314887479,35.07,36.65,-1.58,-1.55
1539314887687,35.09,36.65,-1.56,-1.55
1539314887881,35.09,36.55,-1.46,-1.55
1539314888084,35.13,36.57,-1.44,-1.55
1539314888272,35.13,36.57,-1.44,-1.55
1539314888475,35.09,36.57,-1.48,-1.55
1539314888687,35.05,36.57,-1.52,-1.55
1539314888878,35.05,36.57,-1.52,-1.55
1539314889083,34.99,36.57,-1.58,-1.54
1539314889286,35.07,36.65,-1.58,-1.54
1539314889473,34.99,36.65,-1.66,-1.54
1539314889685,34.93,36.65,-1.72,-1.54
1539314889877,35.01,36.63,-1.62,-1.54
1539314890082,35.05,36.69,-1.64,-1.54
1539314890276,35.07,36.63,-1.56,-1.55
1539314890479,35.05,36.63,-1.58,-1.55
1539314890685,35.09,36.65,-1.56,-1.55
1539314890878,35.15,36.61,-1.46,-1.55
1539314891083,35.15,36.65,-1.50,-1.55
1539314891271,35.19,36.57,-1.38,-1.55
1539314891474,35.13,36.65,-1.52,-1.55
1539314891680,35.13,36.57,-1.44,-1.55
1539314891877,35.09,36.57,-1.48,-1.55
1539314892067,35.05,36.55,-1.50,-1.55
1539314892270,35.13,36.61,-1.48,-1.55
1539314892473,35.05,36.63,-1.58,-1.54
1539314892684,35.01,36.63,-1.62,-1.54
1539314892878,35.07,36.63,-1.56,-1.54
1539314893066,35.13,36.63,-1.50,-1.54
1539314893276,35.13,36.61,-1.48,-1.54
1539314893479,35.15,36.63,-1.48,-1.54
1539314893683,35.13,36.63,-1.50,-1.54
1539314893878,35.13,36.55,-1.42,-1.54
1539314894068,35.13,36.61,-1.48,-1.54
1539314894271,35.15,36.55,-1.40,-1.54
1539314894469,35.19,36.63,-1.44,-1.54
1539314894682,35.21,36.53,-1.32,-1.54
1539314894878,35.15,36.49,-1.34,-1.54
1539314895076,35.15,36.55,-1.40,-1.53
1539314895279,35.13,36.57,-1.44,-1.53
1539314895467,35.13,36.57,-1.44,-1.53
1539314895678,35.15,36.55,-1.40,-1.52
1539314895878,35.15,36.55,-1.40,-1.52
1539314896066,35.13,36.55,-1.42,-1.52
1539314896275,35.09,36.57,-1.48,-1.51
1539314896463,35.09,36.55,-1.46,-1.51
1539314896681,35.09,36.55,-1.46,-1.51
1539314896878,35.05,36.61,-1.56,-1.51
1539314897068,35.07,36.57,-1.50,-1.50
1539314897271,35.01,36.63,-1.62,-1.50
1539314897469,35.01,36.61,-1.60,-1.50
1539314897681,35.05,36.53,-1.48,-1.50
1539314897862,35.05,36.47,-1.42,-1.50
1539314898066,35.07,36.49,-1.42,-1.50
1539314898270,35.09,36.55,-1.46,-1.49
1539314898473,35.13,36.53,-1.40,-1.49
1539314898676,35.09,36.53,-1.44,-1.49
1539314898865,35.13,36.53,-1.40,-1.49
1539314899067,35.05,36.57,-1.52,-1.49
1539314899276,35.09,36.53,-1.44,-1.49
1539314899464,35.13,36.53,-1.40,-1.48
1539314899675,35.13,36.55,-1.42,-1.48
1539314899879,35.09,36.47,-1.38,-1.48
1539314900067,35.09,36.49,-1.40,-1.48
1539314900270,35.13,36.49,-1.36,-1.48
1539314900473,35.09,36.53,-1.44,-1.48
1539314900678,35.05,36.47,-1.42,-1.47
1539314900862,35.01,36.49,-1.48,-1.47
1539314901067,35.13,36.55,-1.42,-1.47
1539314901270,35.13,36.49,-1.36,-1.47
1539314901473,35.09,36.45,-1.36,-1.47
1539314901678,35.07,36.41,-1.34,-1.47
1539314901862,35.01,36.39,-1.38,-1.46
1539314902066,35.07,36.47,-1.40,-1.46
1539314902260,35.09,36.49,-1.40,-1.46
1539314902463,35.01,36.47,-1.46,-1.46
1539314902673,35.09,36.53,-1.44,-1.45
1539314902862,35.09,36.53,-1.44,-1.45
1539314903066,35.05,36.49,-1.44,-1.45
1539314903270,35.01,36.47,-1.46,-1.45
1539314903473,35.01,36.55,-1.54,-1.45
1539314903673,34.97,36.45,-1.48,-1.45
1539314903878,35.05,36.47,-1.42,-1.45
1539314904067,35.01,36.47,-1.46,-1.45
1539314904270,35.05,36.47,-1.42,-1.45
1539314904458,35.05,36.41,-1.36,-1.45
1539314904672,35.07,36.41,-1.34,-1.45
1539314904862,35.05,36.45,-1.40,-1.45
1539314905067,35.05,36.41,-1.36,-1.45
1539314905262,34.99,36.39,-1.40,-1.45
1539314905465,34.99,36.41,-1.42,-1.44
1539314905676,34.99,36.45,-1.46,-1.44
1539314905863,35.05,36.45,-1.40,-1.44
1539314906068,34.97,36.47,-1.50,-1.44
1539314906255,35.01,36.49,-1.48,-1.44
1539314906474,35.05,36.49,-1.44,-1.44
1539314906671,35.01,36.45,-1.44,-1.44
1539314906862,35.05,36.49,-1.44,-1.44
1539314907067,35.05,36.45,-1.40,-1.44
1539314907254,35.07,36.49,-1.42,-1.44
1539314907474,35.15,36.47,-1.32,-1.44
1539314907671,35.09,36.49,-1.40,-1.44
1539314907862,35.09,36.47,-1.38,-1.44
1539314908066,35.23,36.41,-1.18,-1.44
1539314908260,35.13,36.47,-1.34,-1.44
1539314908463,35.15,36.45,-1.30,-1.43
1539314908669,35.19,36.47,-1.28,-1.43
1539314908863,35.15,36.45,-1.30,-1.43
1539314909066,35.13,36.45,-1.32,-1.43
1539314909269,35.09,36.41,-1.32,-1.42
1539314909457,35.15,36.45,-1.30,-1.42
1539314909669,35.05,36.41,-1.36,-1.42
1539314909862,35.01,36.49,-1.48,-1.41
1539314910067,35.05,36.41,-1.36,-1.41
1539314910255,35.09,36.47,-1.38,-1.41
1539314910458,35.05,36.45,-1.40,-1.41
1539314910664,35.07,36.47,-1.40,-1.40
1539314910862,35.09,36.45,-1.36,-1.40
1539314911066,35.05,36.47,-1.42,-1.40
1539314911260,35.13,36.45,-1.32,-1.40
1539314911463,35.07,36.41,-1.34,-1.39
1539314911669,35.09,36.45,-1.36,-1.39
1539314911863,35.15,36.45,-1.30,-1.39
1539314912065,35.13,36.47,-1.34,-1.39
1539314912253,35.19,36.39,-1.20,-1.39
1539314912457,35.09,36.39,-1.30,-1.39
1539314912667,35.07,36.33,-1.26,-1.38
1539314912862,35.09,36.33,-1.24,-1.38
1539314913053,35.01,36.39,-1.38,-1.38
1539314913258,35.01,36.41,-1.40,-1.38
1539314913461,35.01,36.39,-1.38,-1.37
1539314913666,35.05,36.37,-1.32,-1.37
1539314913863,35.05,36.41,-1.36,-1.37
1539314914066,35.05,36.37,-1.32,-1.37
1539314914260,35.01,36.45,-1.44,-1.37
1539314914463,35.07,36.41,-1.34,-1.37
1539314914666,35.15,36.45,-1.30,-1.36
1539314914862,35.09,36.37,-1.28,-1.36
1539314915067,35.15,36.37,-1.22,-1.36
1539314915255,35.13,36.33,-1.20,-1.36
1539314915458,35.13,36.39,-1.26,-1.36
1539314915661,35.13,36.37,-1.24,-1.36
1539314915862,35.09,36.37,-1.28,-1.35
1539314916051,35.09,36.39,-1.30,-1.35
1539314916254,35.15,36.37,-1.22,-1.35
1539314916458,35.01,36.41,-1.40,-1.35
1539314916665,35.09,36.41,-1.32,-1.34
1539314916862,35.05,36.39,-1.34,-1.34
1539314917051,35.13,36.39,-1.26,-1.34
1539314917260,35.09,36.41,-1.32,-1.34
1539314917463,35.07,36.39,-1.32,-1.34
1539314917650,35.07,36.37,-1.30,-1.33
1539314917847,35.09,36.39,-1.30,-1.33
1539314918052,35.07,36.41,-1.34,-1.33
1539314918255,35.07,36.39,-1.32,-1.33
1539314918458,35.15,36.39,-1.24,-1.33
1539314918663,35.09,36.33,-1.24,-1.33
1539314918846,35.19,36.31,-1.12,-1.33
1539314919051,35.13,36.29,-1.16,-1.32
1539314919255,35.09,36.31,-1.22,-1.32
1539314919458,35.09,36.31,-1.22,-1.32
1539314919646,34.97,36.31,-1.34,-1.32
1539314919862,34.97,36.31,-1.34,-1.32
1539314920050,34.91,36.37,-1.46,-1.31
1539314920260,34.89,36.37,-1.48,-1.31
1539314920447,34.97,36.33,-1.36,-1.31
1539314920650,34.99,36.29,-1.30,-1.31
1539314920862,35.01,36.33,-1.32,-1.31
1539314921051,35.01,36.31,-1.30,-1.31
1539314921254,35.05,36.29,-1.24,-1.31
1539314921457,35.07,36.29,-1.22,-1.31
1539314921662,35.15,36.29,-1.14,-1.31
1539314921847,35.15,36.31,-1.16,-1.31
1539314922052,35.09,36.29,-1.20,-1.31
1539314922255,35.13,36.29,-1.16,-1.31
1539314922458,35.15,36.25,-1.10,-1.31
1539314922645,35.19,36.23,-1.04,-1.30
1539314922847,35.15,36.29,-1.14,-1.30
1539314923050,35.05,36.25,-1.20,-1.30
1539314923244,35.05,36.21,-1.16,-1.29
1539314923447,35.07,36.31,-1.24,-1.29
1539314923651,35.01,36.25,-1.24,-1.29
1539314923846,35.05,36.31,-1.26,-1.28
1539314924051,35.07,36.29,-1.22,-1.28
1539314924259,35.07,36.29,-1.22,-1.28
1539314924446,35.07,36.29,-1.22,-1.27
1539314924649,35.01,36.29,-1.28,-1.27
1539314924847,35.09,36.31,-1.22,-1.27
1539314925052,35.05,36.29,-1.24,-1.27
1539314925255,35.07,36.31,-1.24,-1.26
1539314925458,35.09,36.29,-1.20,-1.26
1539314925646,35.09,36.29,-1.20,-1.26
1539314925853,35.07,36.25,-1.18,-1.26
1539314926048,35.15,36.25,-1.10,-1.25
1539314926244,35.13,36.23,-1.10,-1.25
1539314926457,35.09,36.29,-1.20,-1.25
1539314926644,35.09,36.23,-1.14,-1.25
1539314926846,35.13,36.23,-1.10,-1.24
1539314927051,35.09,36.33,-1.24,-1.24
1539314927254,35.09,36.29,-1.20,-1.24
1539314927457,35.01,36.25,-1.24,-1.23
1539314927654,34.91,36.31,-1.40,-1.23
1539314927848,34.93,36.33,-1.40,-1.23
1539314928051,34.91,36.31,-1.40,-1.23
1539314928251,34.93,36.25,-1.32,-1.23
1539314928438,34.93,36.29,-1.36,-1.23
1539314928657,34.97,36.33,-1.36,-1.23
1539314928846,34.97,36.25,-1.28,-1.23
1539314929051,35.05,36.29,-1.24,-1.23
1539314929245,35.09,36.29,-1.20,-1.23
1539314929448,35.15,36.31,-1.16,-1.23
1539314929651,35.15,36.29,-1.14,-1.23
1539314929847,35.13,36.23,-1.10,-1.24
1539314930052,35.13,36.31,-1.18,-1.24
1539314930239,35.05,36.25,-1.20,-1.24
1539314930442,34.99,36.29,-1.30,-1.24
1539314930645,35.01,36.29,-1.28,-1.23
1539314930846,34.99,36.33,-1.34,-1.24
1539314931051,34.99,36.29,-1.30,-1.23
1539314931254,35.05,36.33,-1.28,-1.24
1539314931442,35.05,36.31,-1.26,-1.24
1539314931645,35.07,36.25,-1.18,-1.24
1539314931847,35.07,36.29,-1.22,-1.24
1539314932035,35.09,36.21,-1.12,-1.24
1539314932244,35.05,36.29,-1.24,-1.24
1539314932447,35.09,36.25,-1.16,-1.24
1539314932650,35.05,36.23,-1.18,-1.24
1539314932847,34.93,36.25,-1.32,-1.24
1539314933052,34.91,36.29,-1.38,-1.23
1539314933239,34.89,36.29,-1.40,-1.24
1539314933442,34.91,36.25,-1.34,-1.24
1539314933645,34.97,36.23,-1.26,-1.24
1539314933846,34.89,36.21,-1.32,-1.24
1539314934051,34.91,36.31,-1.40,-1.24
1539314934239,34.89,36.37,-1.48,-1.24
1539314934442,34.97,36.29,-1.32,-1.24
1539314934641,34.97,36.31,-1.34,-1.25
1539314934847,35.05,36.31,-1.26,-1.25
1539314935050,35.01,36.25,-1.24,-1.25
1539314935244,35.07,36.29,-1.22,-1.25
1539314935447,35.05,36.29,-1.24,-1.26
1539314935635,35.07,36.25,-1.18,-1.26
1539314935840,35.09,36.29,-1.20,-1.26
1539314936035,35.01,36.21,-1.20,-1.26
1539314936238,35.05,36.29,-1.24,-1.26
1539314936442,35.01,36.29,-1.28,-1.26
1539314936645,34.99,36.25,-1.26,-1.26
1539314936847,35.01,36.31,-1.30,-1.26
1539314937036,35.07,36.33,-1.26,-1.26
1539314937239,34.99,36.25,-1.26,-1.26
1539314937442,35.07,36.31,-1.24,-1.26
1539314937645,35.05,36.29,-1.24,-1.26
1539314937831,35.05,36.31,-1.26,-1.26
1539314938035,35.09,36.31,-1.22,-1.26
1539314938244,35.15,36.31,-1.16,-1.26
1539314938432,35.13,36.31,-1.18,-1.26
1539314938650,35.13,36.29,-1.16,-1.26
1539314938847,35.15,36.31,-1.16,-1.26
1539314939043,35.09,36.31,-1.22,-1.25
1539314939230,35.05,36.21,-1.16,-1.25
1539314939449,35.07,36.23,-1.16,-1.25
1539314939636,35.07,36.29,-1.22,-1.25
1539314939837,34.99,36.31,-1.32,-1.25
1539314940036,35.01,36.29,-1.28,-1.24
1539314940239,35.01,36.29,-1.28,-1.24
1539314940442,35.09,36.31,-1.22,-1.24
1539314940646,34.97,36.25,-1.28,-1.24
1539314940846,34.91,36.25,-1.34,-1.24
1539314941034,34.99,36.31,-1.32,-1.24
1539314941244,35.01,36.31,-1.30,-1.24
1539314941431,35.01,36.21,-1.20,-1.24
1539314941635,35.01,36.29,-1.28,-1.24
1539314941831,35.13,36.25,-1.12,-1.24
1539314942036,35.13,36.31,-1.18,-1.24
1539314942239,35.13,36.25,-1.12,-1.24
1539314942442,35.15,36.25,-1.10,-1.24
1539314942630,35.19,36.25,-1.06,-1.24
1539314942830,35.15,36.15,-1.00,-1.24
1539314943036,35.01,36.17,-1.16,-1.23
1539314943239,34.99,36.23,-1.24,-1.23
1539314943442,34.97,36.25,-1.28,-1.23
1539314943630,34.93,36.25,-1.32,-1.23
1539314943844,34.89,36.23,-1.34,-1.23
1539314944035,34.97,36.17,-1.20,-1.23
1539314944229,34.97,36.21,-1.24,-1.23
1539314944432,34.89,36.25,-1.36,-1.23
1539314944635,34.89,36.29,-1.40,-1.23
1539314944830,34.89,36.21,-1.32,-1.23
1539314945036,34.93,36.23,-1.30,-1.23
1539314945239,34.93,36.23,-1.30,-1.23
1539314945442,34.99,36.25,-1.26,-1.24
1539314945629,35.01,36.23,-1.22,-1.24
1539314945831,35.07,36.23,-1.16,-1.24
1539314946036,35.07,36.21,-1.14,-1.24
1539314946239,35.09,36.17,-1.08,-1.24
1539314946426,35.13,36.15,-1.02,-1.24
1539314946629,35.13,36.17,-1.04,-1.24
1539314946831,35.09,36.15,-1.06,-1.24
1539314947035,35.07,36.15,-1.08,-1.23
1539314947229,35.13,36.15,-1.02,-1.23
1539314947432,35.15,36.17,-1.02,-1.23
1539314947635,35.15,36.23,-1.08,-1.22
1539314947830,35.05,36.21,-1.16,-1.22
1539314948036,35.09,36.21,-1.12,-1.22
1539314948239,35.05,36.25,-1.20,-1.21
1539314948426,35.13,36.17,-1.04,-1.21
1539314948629,35.09,36.25,-1.16,-1.20
1539314948832,35.09,36.13,-1.04,-1.20
1539314949035,35.13,36.17,-1.04,-1.20
1539314949238,35.13,36.17,-1.04,-1.20
1539314949426,35.21,36.17,-0.96,-1.19
1539314949629,35.15,36.17,-1.02,-1.19
1539314949831,35.15,36.17,-1.02,-1.18
1539314950030,35.09,36.17,-1.08,-1.18
1539314950229,35.09,36.21,-1.12,-1.17
1539314950439,35.07,36.21,-1.14,-1.17
1539314950629,35.01,36.21,-1.20,-1.16
1539314950831,35.01,36.15,-1.14,-1.16
1539314951036,34.99,36.17,-1.18,-1.16
1539314951223,34.97,36.17,-1.20,-1.16
1539314951427,34.99,36.17,-1.18,-1.15
1539314951630,35.01,36.17,-1.16,-1.15
1539314951830,34.99,36.13,-1.14,-1.15
1539314952036,35.05,36.15,-1.10,-1.15
1539314952223,35.07,36.13,-1.06,-1.15
1539314952426,35.07,36.09,-1.02,-1.15
1539314952629,35.01,36.09,-1.08,-1.14
1539314952831,34.99,36.13,-1.14,-1.14
1539314953035,35.01,36.13,-1.12,-1.14
1539314953229,35.05,36.13,-1.08,-1.14
1539314953432,34.99,36.13,-1.14,-1.14
1539314953635,35.05,36.15,-1.10,-1.14
1539314953831,35.05,36.09,-1.04,-1.13
1539314954020,35.01,36.17,-1.16,-1.13
1539314954223,35.01,36.17,-1.16,-1.13
1539314954434,35.01,36.13,-1.12,-1.13
1539314954622,34.99,36.13,-1.14,-1.13
1539314954833,35.01,36.13,-1.12,-1.13
1539314955021,35.05,36.17,-1.12,-1.13
1539314955224,35.01,36.09,-1.08,-1.13
1539314955427,35.01,36.09,-1.08,-1.13
1539314955622,35.05,36.07,-1.02,-1.13
1539314955831,35.01,36.07,-1.06,-1.13
1539314956019,35.01,36.07,-1.06,-1.12
1539314956229,35.05,36.09,-1.04,-1.12
1539314956416,35.01,36.13,-1.12,-1.12
1539314956635,35.07,36.09,-1.02,-1.12
1539314956830,35.01,36.15,-1.14,-1.12
1539314957020,35.05,36.13,-1.08,-1.12
1539314957223,35.05,36.21,-1.16,-1.11
1539314957426,35.05,36.15,-1.10,-1.11
1539314957629,35.13,36.13,-1.00,-1.11
1539314957831,35.09,36.15,-1.06,-1.11
1539314958020,35.05,36.17,-1.12,-1.11
1539314958223,35.01,36.13,-1.12,-1.11
1539314958427,35.13,36.15,-1.02,-1.11
1539314958630,35.07,36.15,-1.08,-1.10
1539314958831,35.13,36.09,-0.96,-1.10
1539314959019,35.15,36.09,-0.94,-1.10
1539314959229,35.09,36.13,-1.04,-1.10
1539314959416,35.09,36.09,-1.00,-1.09
1539314959619,35.07,36.13,-1.06,-1.09
1539314959815,35.05,36.15,-1.10,-1.09
1539314960019,35.05,36.13,-1.08,-1.09
1539314960222,35.05,36.17,-1.12,-1.08
1539314960425,35.01,36.17,-1.16,-1.08
1539314960628,34.99,36.17,-1.18,-1.08
1539314960815,34.97,36.17,-1.20,-1.08
1539314961020,35.05,36.13,-1.08,-1.08
1539314961220,35.07,36.13,-1.06,-1.08
1539314961423,35.07,36.13,-1.06,-1.08
1539314961620,35.07,36.17,-1.10,-1.08
1539314961815,35.09,36.09,-1.00,-1.08
1539314962020,35.09,36.15,-1.06,-1.08
1539314962229,35.05,36.15,-1.10,-1.08
1539314962416,35.13,36.15,-1.02,-1.08
1539314962620,35.13,36.15,-1.02,-1.07
1539314962815,35.15,36.21,-1.06,-1.07
1539314963020,35.13,36.15,-1.02,-1.07
1539314963223,35.09,36.09,-1.00,-1.07
1539314963427,35.09,36.15,-1.06,-1.07
1539314963630,35.07,36.15,-1.08,-1.07
1539314963815,35.09,36.13,-1.04,-1.07
1539314964021,35.09,36.17,-1.08,-1.07
1539314964224,35.13,36.23,-1.10,-1.07
1539314964427,35.13,36.17,-1.04,-1.07
1539314964614,35.09,36.23,-1.14,-1.07
1539314964815,35.05,36.17,-1.12,-1.07
1539314965019,35.05,36.23,-1.18,-1.07
1539314965214,35.01,36.23,-1.22,-1.07
1539314965417,35.01,36.23,-1.22,-1.07
1539314965620,35.05,36.21,-1.16,-1.07
1539314965815,35.07,36.25,-1.18,-1.08
1539314966020,35.09,36.21,-1.12,-1.08
1539314966223,35.07,36.23,-1.16,-1.08
1539314966411,35.09,36.21,-1.12,-1.08
1539314966614,35.07,36.17,-1.10,-1.08
1539314966815,35.01,36.15,-1.14,-1.09
1539314967020,35.09,36.17,-1.08,-1.09
1539314967223,35.13,36.15,-1.02,-1.09
1539314967410,35.19,36.23,-1.04,-1.09
1539314967629,35.15,36.15,-1.00,-1.09
1539314967815,35.19,36.13,-0.94,-1.09
1539314968019,35.15,36.09,-0.94,-1.09
1539314968213,35.13,36.13,-1.00,-1.09
1539314968416,35.13,36.05,-0.92,-1.09
1539314968619,35.09,36.15,-1.06,-1.09
1539314968815,35.07,36.17,-1.10,-1.09
1539314969019,35.05,36.13,-1.08,-1.08
1539314969222,35.09,36.13,-1.04,-1.08
1539314969408,35.01,36.13,-1.12,-1.08
1539314969611,35.05,36.15,-1.10,-1.08
1539314969815,35.05,36.17,-1.12,-1.08
1539314970020,35.13,36.13,-1.00,-1.08
1539314970223,35.09,36.17,-1.08,-1.08
1539314970411,35.09,36.15,-1.06,-1.08
1539314970614,35.13,36.13,-1.00,-1.07
1539314970815,35.09,36.15,-1.06,-1.07
1539314971019,35.01,36.15,-1.14,-1.07
1539314971213,35.09,36.09,-1.00,-1.07
1539314971416,35.07,36.07,-1.00,-1.07
1539314971603,35.07,36.05,-0.98,-1.07
1539314971817,35.01,36.09,-1.08,-1.07
1539314972020,35.05,36.09,-1.04,-1.07
1539314972207,35.05,36.13,-1.08,-1.07
1539314972410,35.07,36.09,-1.02,-1.07
1539314972613,35.13,36.09,-0.96,-1.07
1539314972815,35.09,36.09,-1.00,-1.07
1539314973004,35.09,36.09,-1.00,-1.06
1539314973223,35.09,36.09,-1.00,-1.06
1539314973410,35.07,36.15,-1.08,-1.06
1539314973614,35.07,36.13,-1.06,-1.06
1539314973815,35.01,36.15,-1.14,-1.06
1539314974019,35.05,36.09,-1.04,-1.06
1539314974213,35.07,36.09,-1.02,-1.06
1539314974416,35.09,36.07,-0.98,-1.06
1539314974603,35.13,36.01,-0.88,-1.06
1539314974816,35.07,36.05,-0.98,-1.05
1539314975004,35.05,36.07,-1.02,-1.05
1539314975207,34.99,35.99,-1.00,-1.05
1539314975410,34.99,35.97,-0.98,-1.05
